Sample,CellID,Counts Pre-Pool ,Pre-Percentage,Counts Post-Sample,Post-Percentage,post/pre
IM1000,D816A#10,4592,36.444.733.688.362.600,3882,1.875.860.735.944.330,0.514713799800196
IM1000,D816A#11,4485,3.559.552.059.936.980,3441,16.627.606.368.841.900,0.467126371207964
IM1000,D816A#13,4501,35.722.505.734.172.400,6304,3.046.220.010.147.620,0.852745334500312
IM1000,A829P#21,948,0.752386923705744,3171,1.532.291.188.480.030,20.365.733.908.997.400
IM1000,A829P#22,6631,5.262.740.180.477.620,10657,5.149.677.450.530.330,0.978516376246979
IM1000,A829P#28,2032,1.612.711.211.993.740,3223,15.574.186.378.023.100,0.965714522364438
SU30,T1parental#4,899,0.71349772617243,1005,0.595146447479066,0.834125219531867
SU30,T1parental#6,9520,7.555.615.520.758.100,11057,65.477.952.933.094.800,0.866613087354729
SU30,T1parental#9,12233,9.708.807.212.755.650,15670,9.279.547.096.514.390,0.955786523840201
SU30,TSC2#18,8408,6.673.068.833.879.630,11326,6.707.093.198.157.110,10.050.987.581.762.500
SU30,TSC2#19,1,0.000793657092516607,3,0.001776556559639,2.238.443.499.579.540
SU30,TSC2#20,13886,11.020.722.386.685.600,23394,1.385.358.805.206.490,12.570.489.996.918.700
SU30,PTEN#15,8003,6.351.637.711.410.400,10401,6.159.321.592.268.420,0.969721805953054
SU30,PTEN#16,6551,5.199.247.613.076.290,8376,4.960.145.914.512.090,0.954012250164265
SU30,PTEN#17,4211,3.342.090.016.587.430,5514,32.653.109.566.164.800,0.977026633157732
SU30,Hom#25,110,0.0873022801768268,104,0.0615872940674855,0.705448860473555
SU30,Hom#26,2416,19.174.755.355.201.200,2433,1.440.787.369.867.230,0.751398045595618
SU30,Hom#27,25,0.0198414273129152,33,0.019542122156029,0.984915139815001
SU30,V654A#29,6680,53.016.293.780.109.300,8552,506.437.056.601.092,0.955247944531152
SU30,V654A#30,4274,33.920.904.134.159.700,5390,319.187.995.215.141,0.940977262730757
SU30,V654A#39,2005,15.912.824.704.957.900,2241,13.270.877.500.503.300,0.833973712810934
SU30,D816E#24,3019,23.960.507.623.076.300,5036,29.822.462.781.140.000,12.446.507.081.685.500
SU30,D816E#34,2180,17.301.724.616.862.000,3559,2.107.588.265.251.730,1.218.137.678.135.100
SU30,D816E#36,18389,1.459.456.027.428.780,26077,15.442.421.801.902.100,10.580.943.523.942.900
SU30,D816A#10,4592,36.444.733.688.362.600,5317,3.148.650.409.200.190,0.863952096926863
SU30,D816A#11,4485,3.559.552.059.936.980,5157,30.539.007.260.194.400,0.857945234287011
SU30,D816A#13,4501,35.722.505.734.172.400,5179,30.669.288.074.568,0.858542463476448
SU30,A829P#21,948,0.752386923705744,1070,0.633638506271245,0.842171077549267
SU30,A829P#22,6631,5.262.740.180.477.620,9403,5.568.320.443.428.510,1.058.064.858.319.330
SU30,A829P#28,2032,1.612.711.211.993.740,2569,15.213.246.005.708.600,0.943333554858901
SU100,T1parental#4,899,0.71349772617243,714,0.447865113565797,0.627703631192178
SU100,T1parental#6,9520,7.555.615.520.758.100,7876,4.940.316.014.627.750,0.653860165469624
SU100,T1parental#9,12233,9.708.807.212.755.650,11592,727.122.184.377.411,0.748930500362703
SU100,TSC2#18,8408,6.673.068.833.879.630,12232,7.672.669.564.617.400,11.497.962.565.083.500
SU100,TSC2#19,1,0.000793657092516607,2,0.00125452412763528,15.806.878.555.791.800
SU100,TSC2#20,13886,11.020.722.386.685.600,23828,14.946.400.456.646.700,13.562.087.794.447.900
SU100,PTEN#15,8003,6.351.637.711.410.400,9528,5.976.552.944.054.490,0.940946762961293
SU100,PTEN#16,6551,5.199.247.613.076.290,8348,52.363.837.087.496.700,10.071.425.903.201.800
SU100,PTEN#17,4211,3.342.090.016.587.430,5452,3.419.832.771.933.780,10.232.617.179.550.800
SU100,Hom#25,110,0.0873022801768268,90,0.0564535857435878,0.646645031827847
SU100,Hom#26,2416,19.174.755.355.201.200,2589,16.239.814.832.238.700,0.846937263678498
SU100,Hom#27,25,0.0198414273129152,30,0.0188178619145293,0.948412713347509
SU100,V654A#29,6680,53.016.293.780.109.300,6193,3.884.633.961.222.650,0.732724542634871
SU100,V654A#30,4274,33.920.904.134.159.700,3758,23.572.508.358.267.000,0.694925709085935
SU100,V654A#39,2005,15.912.824.704.957.900,1631,10.230.644.260.865.700,0.642918177668241
SU100,D816E#24,3019,23.960.507.623.076.300,5310,33.307.615.588.716.800,13.901.047.554.033.500
SU100,D816E#34,2180,17.301.724.616.862.000,3661,22.964.064.156.363.800,13.272.702.383.659.100
SU100,D816E#36,18389,1.459.456.027.428.780,27128,17.016.365.267.245,1.165.938.880.476.150
SU100,D816A#10,4592,36.444.733.688.362.600,6143,38.532.708.580.317.700,10.572.915.392.882.000
SU100,D816A#11,4485,3.559.552.059.936.980,5387,3.379.060.737.785.630,0.949293810256974
SU100,D816A#13,4501,35.722.505.734.172.400,5130,3.217.854.387.384.500,0.900791901701978
SU100,A829P#21,948,0.752386923705744,988,0.619734919051831,0.823691772844004
SU100,A829P#22,6631,5.262.740.180.477.620,9378,588.246.363.448.185,1.117.756.802.112.920
SU100,A829P#28,2032,1.612.711.211.993.740,2435,1.527.383.125.395.950,0.947090287484082
SU300,T1parental#4,899,0.71349772617243,479,0.362425755684183,0.507956427035054
SU300,T1parental#6,9520,7.555.615.520.758.100,6167,4.666.137.025.687.580,0.617572057877742
SU300,T1parental#9,12233,9.708.807.212.755.650,8838,668.709.567.585.972,0.688765934817828
SU300,TSC2#18,8408,6.673.068.833.879.630,10633,8.045.246.472.212.760,12.056.291.748.957.300
SU300,TSC2#19,1,0.000793657092516607,10,0.00756629970113116,9.533.461.960.428.250
SU300,TSC2#20,13886,11.020.722.386.685.600,20274,15.339.916.014.073.300,13.919.156.545.133.400
SU300,PTEN#15,8003,6.351.637.711.410.400,7610,5.757.954.072.560.810,0.906530620003236
SU300,PTEN#16,6551,5.199.247.613.076.290,6708,5.075.473.839.518.780,0.976193906740234
SU300,PTEN#17,4211,3.342.090.016.587.430,4089,3.093.859.947.792.530,0.925726097273596
SU300,Hom#25,110,0.0873022801768268,91,0.0688533272802936,0.788677307635428
SU300,Hom#26,2416,19.174.755.355.201.200,2248,1.700.904.172.814.280,0.887053910887529
SU300,Hom#27,25,0.0198414273129152,17,0.012862709491923,0.648275413309121
SU300,V654A#29,6680,53.016.293.780.109.300,3933,2.975.825.672.454.880,0.561303980394675
SU300,V654A#30,4274,33.920.904.134.159.700,2447,18.514.735.368.667.900,0.545820809947776
SU300,V654A#39,2005,15.912.824.704.957.900,965,0.730147921159157,0.458842433506896
SU300,D816E#24,3019,23.960.507.623.076.300,4662,3.527.408.920.667.340,14.721.762.060.124.700
SU300,D816E#34,2180,17.301.724.616.862.000,3143,2.378.087.996.065.520,1.374.480.318.423.210
SU300,D816E#36,18389,1.459.456.027.428.780,24691,1.868.195.059.206.290,12.800.625.877.695.000
SU300,D816A#10,4592,36.444.733.688.362.600,5256,3.976.847.122.914.530,10.911.993.916.378.600
SU300,D816A#11,4485,3.559.552.059.936.980,4472,33.836.492.263.458.500,0.950582873735455
SU300,D816A#13,4501,35.722.505.734.172.400,4803,3.634.093.746.453.290,10.173.121.038.866.200
SU300,A829P#21,948,0.752386923705744,812,0.61438353573185,0.816579231209677
SU300,A829P#22,6631,5.262.740.180.477.620,7842,5.933.492.225.627.050,11.274.530.039.764.400
SU300,A829P#28,2032,1.612.711.211.993.740,1975,14.943.441.909.734.000,0.92660370924438
SU1000,T1parental#4,899,0.71349772617243,876,0.390452630875175,0.547237386403128
SU1000,T1parental#6,9520,7.555.615.520.758.100,11146,49.680.194.334.871.000,0.657526765336074
SU1000,T1parental#9,12233,9.708.807.212.755.650,15128,6.742.885.159.679.970,0.694512210606161
SU1000,TSC2#18,8408,6.673.068.833.879.630,18734,8.350.159.345.679.830,1.251.322.225.733.000
SU1000,TSC2#19,1,0.000793657092516607,1,0.000445722181364356,0.561605491297274
SU1000,TSC2#20,13886,11.020.722.386.685.600,35055,15.624.791.067.727.400,141.776.469.087.037
SU1000,PTEN#15,8003,6.351.637.711.410.400,12213,5.443.605.001.002.870,0.857039593304212
SU1000,PTEN#16,6551,5.199.247.613.076.290,11778,52.497.158.521.093.800,10.097.068.350.632.400
SU1000,PTEN#17,4211,3.342.090.016.587.430,6920,3.084.397.495.041.340,0.922894799282151
SU1000,Hom#25,110,0.0873022801768268,135,0.060172494484188,0.689243102955746
SU1000,Hom#26,2416,19.174.755.355.201.200,3392,15.118.896.391.878.900,0.788479232814716
SU1000,Hom#27,25,0.0198414273129152,37,0.0164917207104812,0.831176127119966
SU1000,V654A#29,6680,53.016.293.780.109.300,5840,26.030.175.391.678.300,0.490984441493425
SU1000,V654A#30,4274,33.920.904.134.159.700,3929,1.751.242.450.580.550,0.516272338630555
SU1000,V654A#39,2005,15.912.824.704.957.900,1602,0.714046934545698,0.448724188058969
SU1000,D816E#24,3019,23.960.507.623.076.300,7400,32.983.441.420.962.300,13.765.752.353.758.900
SU1000,D816E#34,2180,17.301.724.616.862.000,5199,23.173.096.209.132.800,13.393.518.115.846.400
SU1000,D816E#36,18389,1.459.456.027.428.780,39050,17.405.451.182.278.000,11.925.985.336.428.600
SU1000,D816A#10,4592,36.444.733.688.362.600,9724,4.334.202.491.586.990,1.189.253.440.194.830
SU1000,D816A#11,4485,3.559.552.059.936.980,9643,4.298.098.994.896.480,12.074.831.109.430.500
SU1000,D816A#13,4501,35.722.505.734.172.400,8768,390.809.208.620.267,10.940.139.852.687.100
SU1000,A829P#21,948,0.752386923705744,1419,0.632479775356021,0.840631004378515
SU1000,A829P#22,6631,5.262.740.180.477.620,12851,5.727.975.752.713.330,10.884.017.747.943.400
SU1000,A829P#28,2032,1.612.711.211.993.740,3515,156.671.346.749.571,0.971478002908425
Reg30,T1parental#4,899,0.71349772617243,1558,0.763216679076694,10.696.834.076.416.500
Reg30,T1parental#6,9520,7.555.615.520.758.100,17731,8.685.876.082.611.590,11.495.921.224.085.900
Reg30,T1parental#9,12233,9.708.807.212.755.650,24164,1.183.720.656.817.020,12.192.235.677.126.400
Reg30,TSC2#18,8408,6.673.068.833.879.630,12643,61.934.200.728.925.800,0.928121712374396
Reg30,TSC2#19,1,0.000793657092516607,3,0.00146960849629659,18.516.920.092.487.300
Reg30,TSC2#20,13886,11.020.722.386.685.600,24275,11.891.582.082.533.200,1.079.020.200.790.070
Reg30,PTEN#15,8003,6.351.637.711.410.400,13414,6.571.109.456.440.800,1.034.553.567.914.630
Reg30,PTEN#16,6551,5.199.247.613.076.290,11394,5.581.573.068.934.430,10.735.347.658.566.100
Reg30,PTEN#17,4211,3.342.090.016.587.430,9322,456.656.346.749.226,13.663.795.543.589.500
Reg30,Hom#25,110,0.0873022801768268,106,0.0519261668691461,0.594785918122321
Reg30,Hom#26,2416,19.174.755.355.201.200,2963,1.451.483.324.842.260,0.756976189763246
Reg30,Hom#27,25,0.0198414273129152,44,0.0215542579456833,10.863.259.787.592.500
Reg30,V654A#29,6680,53.016.293.780.109.300,10308,5.049.574.793.275.070,0.952457147272254
Reg30,V654A#30,4274,33.920.904.134.159.700,7347,35.990.712.074.303.400,10.610.186.548.081.700
Reg30,V654A#39,2005,15.912.824.704.957.900,3748,18.360.308.813.732.000,1.153.805.760.708.930
Reg30,D816E#24,3019,23.960.507.623.076.300,5256,25.747.540.855.116.100,10.745.824.445.855.500
Reg30,D816E#34,2180,17.301.724.616.862.000,3491,17.101.344.201.904.600,0.988418471603568
Reg30,D816E#36,18389,1.459.456.027.428.780,28268,13.847.630.991.103.900,0.948821391727723
Reg30,D816A#10,4592,36.444.733.688.362.600,4830,23.660.696.790.375.000,0.649221283730502
Reg30,D816A#11,4485,3.559.552.059.936.980,5911,2.895.618.607.203.040,0.813478369875086
Reg30,D816A#13,4501,35.722.505.734.172.400,5059,24.782.497.942.548.100,0.693750268443261
Reg30,A829P#21,948,0.752386923705744,1168,0.572167574558138,0.760469854712561
Reg30,A829P#22,6631,5.262.740.180.477.620,8203,40.183.994.983.736.300,0.763556504894555
Reg30,A829P#28,2032,1.612.711.211.993.740,2930,14.353.176.313.829.900,0.890002885022768
Reg100,T1parental#4,899,0.71349772617243,758,0.424978414684742,0.595626866205371
Reg100,T1parental#6,9520,7.555.615.520.758.100,9085,5.093.573.743.286.120,0.674144115630576
Reg100,T1parental#9,12233,9.708.807.212.755.650,12508,7.012.704.499.837.400,0.722303404132276
Reg100,TSC2#18,8408,6.673.068.833.879.630,11652,6.532.781.646.314.790,0.97897711067319
Reg100,TSC2#19,1,0.000793657092516607,4,0.00224263015664772,2.825.691.571.074.550
Reg100,TSC2#20,13886,11.020.722.386.685.600,24899,13.959.812.067.592.800,1.266.687.570.722.040
Reg100,PTEN#15,8003,6.351.637.711.410.400,10069,5.645.260.761.821.460,0.888788217829242
Reg100,PTEN#16,6551,5.199.247.613.076.290,8991,5.040.871.934.604.900,0.969538731320842
Reg100,PTEN#17,4211,3.342.090.016.587.430,6624,3.713.795.539.408.610,1.111.219.482.711.810
Reg100,Hom#25,110,0.0873022801768268,91,0.0510198360637355,0.584404393108601
Reg100,Hom#26,2416,19.174.755.355.201.200,2272,1.273.813.928.975.900,0.664318217040707
Reg100,Hom#27,25,0.0198414273129152,53,0.0297148495755822,14.976.165.326.695.100
Reg100,V654A#29,6680,53.016.293.780.109.300,11052,619.638.712.281.764,116.877.033.096.991
Reg100,V654A#30,4274,33.920.904.134.159.700,7772,4.357.430.394.366.510,12.845.855.691.618.700
Reg100,V654A#39,2005,15.912.824.704.957.900,3858,2.163.016.786.086.720,13.592.915.313.223.900
Reg100,D816E#24,3019,23.960.507.623.076.300,5127,28.744.912.032.832.100,11.996.787.582.725.400
Reg100,D816E#34,2180,17.301.724.616.862.000,3725,2.088.449.333.378.180,12.070.758.144.785.200
Reg100,D816E#36,18389,1.459.456.027.428.780,29012,16.265.796.526.165.800,11.145.109.013.542.700
Reg100,D816A#10,4592,36.444.733.688.362.600,5279,29.597.111.492.358.200,0.812109418755585
Reg100,D816A#11,4485,3.559.552.059.936.980,6623,37.132.348.818.694.500,10.431.747.645.053.900
Reg100,D816A#13,4501,35.722.505.734.172.400,5301,2.972.045.615.097.380,0.831981282951912
Reg100,A829P#21,948,0.752386923705744,1255,0.703625211648221,0.93519064390785
Reg100,A829P#22,6631,5.262.740.180.477.620,9455,53.010.170.327.760.300,10.072.731.791.777.200
Reg100,A829P#28,2032,1.612.711.211.993.740,2897,16.242.248.909.521.000,10.071.393.308.812.700
Reg300,T1parental#4,899,0.71349772617243,586,0.442491240787725,0.620171900422832
Reg300,T1parental#6,9520,7.555.615.520.758.100,6490,4.900.628.246.949.370,0.648607414377494
Reg300,T1parental#9,12233,9.708.807.212.755.650,8853,66.849.401.957.230.800,0.688543921949574
Reg300,TSC2#18,8408,6.673.068.833.879.630,11273,8.512.293.101.365.220,12.756.189.563.260.100
Reg300,TSC2#19,1,0.000793657092516607,2,0.00151020901292739,1.902.848.254.198.380
Reg300,TSC2#20,13886,11.020.722.386.685.600,22870,17.269.240.062.824.600,15.669.789.562.695.100
Reg300,PTEN#15,8003,6.351.637.711.410.400,6291,4.750.362.450.163.100,0.747895687064976
Reg300,PTEN#16,6551,5.199.247.613.076.290,6300,4.757.158.390.721.270,0.914970538959686
Reg300,PTEN#17,4211,3.342.090.016.587.430,3912,2.953.968.829.285.970,0.883868721256717
Reg300,Hom#25,110,0.0873022801768268,93,0.0702247191011236,0.804385852911134
Reg300,Hom#26,2416,19.174.755.355.201.200,2199,16.604.748.097.136.600,0.865969228266192
Reg300,Hom#27,25,0.0198414273129152,28,0.0211429261809834,10.655.950.223.510.900
Reg300,V654A#29,6680,53.016.293.780.109.300,9318,7.036.063.791.228.700,13.271.512.000.464.400
Reg300,V654A#30,4274,33.920.904.134.159.700,5802,4.381.116.346.502.350,12.915.682.698.711.900
Reg300,V654A#39,2005,15.912.824.704.957.900,2684,20.267.004.953.485.500,12.736.271.107.901.300
Reg300,D816E#24,3019,23.960.507.623.076.300,3588,2.709.314.969.191.730,11.307.418.907.028.400
Reg300,D816E#34,2180,17.301.724.616.862.000,2551,19.262.715.959.888.800,1.113.340.801.940.380
Reg300,D816E#36,18389,1.459.456.027.428.780,18170,13.720.248.882.445.300,0.940093337831981
Reg300,D816A#10,4592,36.444.733.688.362.600,3481,26.285.187.870.001.200,0.721234186940828
Reg300,D816A#11,4485,3.559.552.059.936.980,3131,23.642.322.097.378.200,0.664193744023983
Reg300,D816A#13,4501,35.722.505.734.172.400,3239,24.457.834.964.359.000,0.684661796861648
Reg300,A829P#21,948,0.752386923705744,982,0.741512625347348,0.985546933345364
Reg300,A829P#22,6631,5.262.740.180.477.620,8393,6.337.592.122.749.780,12.042.380.785.316.700
Reg300,A829P#28,2032,1.612.711.211.993.740,2196,16.582.094.961.942.700,1.028.212.294.837.510
Reg1000,T1parental#4,899,0.71349772617243,1161,0.62434124201424,0.875043071774774
Reg1000,T1parental#6,9520,7.555.615.520.758.100,11271,6.061.111.230.613.690,0.802199531455982
Reg1000,T1parental#9,12233,9.708.807.212.755.650,14760,7.937.361.526.382.580,0.817542397582506
Reg1000,TSC2#18,8408,6.673.068.833.879.630,21678,1.165.759.642.065.860,17.469.618.118.536.700
Reg1000,TSC2#19,1,0.000793657092516607,4,0.00215104648411452,2.710.297.059.519.450
Reg1000,TSC2#20,13886,11.020.722.386.685.600,40421,2.173.686.248.359.820,19.723.627.654.262.500
Reg1000,PTEN#15,8003,6.351.637.711.410.400,8632,46.419.583.127.191.300,0.730828571091214
Reg1000,PTEN#16,6551,5.199.247.613.076.290,8396,4.515.046.570.156.380,0.868403835739786
Reg1000,PTEN#17,4211,3.342.090.016.587.430,5549,298.403.923.508.787,0.892866206558624
Reg1000,Hom#25,110,0.0873022801768268,165,0.088730667469724,1.016.361.397.319.790
Reg1000,Hom#26,2416,19.174.755.355.201.200,4137,2.224.719.826.195.440,1.160.233.747.437.080
Reg1000,Hom#27,25,0.0198414273129152,43,0.0231237497042311,11.654.277.355.933.600
Reg1000,V654A#29,6680,53.016.293.780.109.300,9788,5.263.610.746.628.230,0.992828877940735
Reg1000,V654A#30,4274,33.920.904.134.159.700,6303,33.895.114.973.434.500,0.999239726611554
Reg1000,V654A#39,2005,15.912.824.704.957.900,3430,18.445.223.601.282.000,11.591.420.092.458.500
Reg1000,D816E#24,3019,23.960.507.623.076.300,3176,170.793.090.838.693,0.712810819893491
Reg1000,D816E#34,2180,17.301.724.616.862.000,2449,13.169.782.098.991.100,0.761183199399444
Reg1000,D816E#36,18389,1.459.456.027.428.780,17097,9.194.110.434.726.490,0.629968307501824
Reg1000,D816A#10,4592,36.444.733.688.362.600,3449,18.547.398.309.277.400,0.508918475516257
Reg1000,D816A#11,4485,3.559.552.059.936.980,3607,19.397.061.670.502.600,0.544929849146415
Reg1000,D816A#13,4501,35.722.505.734.172.400,3429,18.439.845.985.071.700,0.516196879420807
Reg1000,A829P#21,948,0.752386923705744,1426,0.766848071586827,10.192.203.604.627.400
Reg1000,A829P#22,6631,5.262.740.180.477.620,12456,6.698.358.751.532.620,1.272.789.178.607.080
Reg1000,A829P#28,2032,1.612.711.211.993.740,3129,16.826.561.121.985.800,10.433.710.013.824.200
Rip30,T1parental#4,899,0.71349772617243,624,0.532128085959152,0.745802076782728
Rip30,T1parental#6,9520,7.555.615.520.758.100,7213,6.151.025.455.165.650,0.81409984908132
Rip30,T1parental#9,12233,9.708.807.212.755.650,9941,8.477.380.292.499.890,0.873163933192752
Rip30,TSC2#18,8408,6.673.068.833.879.630,9643,8.223.255.020.679.650,12.323.048.398.556.300
Rip30,TSC2#19,1,0.000793657092516607,4,0.00341107747409713,4.297.923.506.587.640
Rip30,TSC2#20,13886,11.020.722.386.685.600,22005,18.765.189.954.376.800,17.027.186.872.112.300
Rip30,PTEN#15,8003,6.351.637.711.410.400,8205,6.996.972.668.741.730,11.016.013.486.052.600
Rip30,PTEN#16,6551,5.199.247.613.076.290,6997,5.966.827.271.564.400,11.476.328.337.503.300
Rip30,PTEN#17,4211,3.342.090.016.587.430,4767,40.651.515.797.552.500,12.163.501.161.186.900
Rip30,Hom#25,110,0.0873022801768268,100,0.0852769368524283,0.976800796951737
Rip30,Hom#26,2416,19.174.755.355.201.200,2257,19.247.004.647.593.000,10.037.679.381.589.700
Rip30,Hom#27,25,0.0198414273129152,23,0.0196136954760585,0.988522406515158
Rip30,V654A#29,6680,53.016.293.780.109.300,8601,73.346.693.386.773.500,13.834.745.538.982.100
Rip30,V654A#30,4274,33.920.904.134.159.700,5454,4.651.004.135.931.430,13.711.321.247.618.700
Rip30,V654A#39,2005,15.912.824.704.957.900,2484,2.118.279.111.414.310,1.331.177.305.531.630
Rip30,D816E#24,3019,23.960.507.623.076.300,2088,17.805.824.414.787.000,0.743132186299685
Rip30,D816E#34,2180,17.301.724.616.862.000,1481,12.629.514.347.844.600,0.729956962529392
Rip30,D816E#36,18389,1.459.456.027.428.780,11130,9.491.323.071.675.260,0.650332924959493
Rip30,D816A#10,4592,36.444.733.688.362.600,2259,19.264.060.034.963.500,0.528582818019463
Rip30,D816A#11,4485,3.559.552.059.936.980,1785,15.221.933.228.158.400,0.427636201742416
Rip30,D816A#13,4501,35.722.505.734.172.400,2137,18.223.681.405.363.900,0.510145663940113
Rip30,A829P#21,948,0.752386923705744,659,0.561975013857502,0.746922887880078
Rip30,A829P#22,6631,5.262.740.180.477.620,5826,49.682.343.410.224.700,0.944039449154713
Rip30,A829P#28,2032,1.612.711.211.993.740,1582,1.349.081.141.005.410,0.83652989510601
Rip100,T1parental#4,899,0.71349772617243,1335,0.738364536378972,10.348.519.824.161.700
Rip100,T1parental#6,9520,7.555.615.520.758.100,11913,6.588.866.458.339.090,0.872048933701962
Rip100,T1parental#9,12233,9.708.807.212.755.650,16505,9.128.619.230.662.860,0.940241064697368
Rip100,TSC2#18,8408,6.673.068.833.879.630,21629,11.962.611.653.438.700,17.926.702.018.573.100
Rip100,TSC2#19,1,0.000793657092516607,3,0.00165924614916623,20.906.335.554.879.500
Rip100,TSC2#20,13886,11.020.722.386.685.600,38130,2.108.901.855.590.270,19.135.786.036.476.900
Rip100,PTEN#15,8003,6.351.637.711.410.400,9599,5.309.034.595.282.210,0.83585286763834
Rip100,PTEN#16,6551,5.199.247.613.076.290,10097,5.584.469.456.043.800,10.740.918.439.811.600
Rip100,PTEN#17,4211,3.342.090.016.587.430,6600,36.503.415.281.657.000,109.223.315.651.235
Rip100,Hom#25,110,0.0873022801768268,157,0.086833881806366,0.994634752156392
Rip100,Hom#26,2416,19.174.755.355.201.200,3649,2.018.196.399.435.850,10.525.278.482.306.200
Rip100,Hom#27,25,0.0198414273129152,58,0.0320787588838804,16.167.566.162.440.100
Rip100,V654A#29,6680,53.016.293.780.109.300,10894,60.252.758.496.722.900,11.364.951.074.593.700
Rip100,V654A#30,4274,33.920.904.134.159.700,7152,39.556.428.196.122.800,11.661.372.008.149.900
Rip100,V654A#39,2005,15.912.824.704.957.900,3878,2.144.852.188.822.210,13.478.764.635.382.000
Rip100,D816E#24,3019,23.960.507.623.076.300,2850,15.762.838.417.079.100,0.65786746529101
Rip100,D816E#34,2180,17.301.724.616.862.000,2121,11.730.870.274.605.200,0.678017396206415
Rip100,D816E#36,18389,1.459.456.027.428.780,15306,8.465.473.853.046.090,0.580043090983716
Rip100,D816A#10,4592,36.444.733.688.362.600,2926,16.183.180.774.867.900,0.444047167781487
Rip100,D816A#11,4485,3.559.552.059.936.980,3095,17.117.889.438.898.200,0.480900100649218
Rip100,D816A#13,4501,35.722.505.734.172.400,3109,17.195.320.925.859.300,0.481358196253578
Rip100,A829P#21,948,0.752386923705744,805,0.445231050026271,0.591758091479538
Rip100,A829P#22,6631,5.262.740.180.477.620,7092,3.922.457.896.628.960,0.745326153698315
Rip100,A829P#28,2032,1.612.711.211.993.740,1902,10.519.620.585.713.800,0.652294130993782
Rip300,T1parental#4,899,0.71349772617243,806,0.578383110639092,0.810630629114738
Rip300,T1parental#6,9520,7.555.615.520.758.100,9631,6.911.175.854.299.120,0.914707191665793
Rip300,T1parental#9,12233,9.708.807.212.755.650,12867,9.233.319.459.793.040,0.951025111268261
Rip300,TSC2#18,8408,6.673.068.833.879.630,17236,12.368.500.365.974.400,185.349.509.706.519
Rip300,TSC2#19,1,0.000793657092516607,2,0.00143519382292579,18.083.298.649.482.600
Rip300,TSC2#20,13886,11.020.722.386.685.600,32236,2.313.245.403.791.780,2.098.996.166.155.550
Rip300,PTEN#15,8003,6.351.637.711.410.400,7360,5.281.513.268.366.890,0.831519917906985
Rip300,PTEN#16,6551,5.199.247.613.076.290,7473,53.626.017.193.622,10.314.187.971.880.900
Rip300,PTEN#17,4211,3.342.090.016.587.430,4877,34.997.201.372.045.200,10.471.651.331.456.500
Rip300,Hom#25,110,0.0873022801768268,117,0.0839588386411585,0.961702700904302
Rip300,Hom#26,2416,19.174.755.355.201.200,3123,2.241.055.154.498.610,11.687.529.321.675.100
Rip300,Hom#27,25,0.0198414273129152,43,0.0308566671929044,15.551.636.838.555.000
Rip300,V654A#29,6680,53.016.293.780.109.300,5771,4.141.251.776.052.350,0.781128117561109
Rip300,V654A#30,4274,33.920.904.134.159.700,3937,282.517.904.042.941,0.832872564143812
Rip300,V654A#39,2005,15.912.824.704.957.900,1846,13.246.838.985.605.000,0.832463074986157
Rip300,D816E#24,3019,23.960.507.623.076.300,2446,17.552.420.454.382.300,0.732556285138034
Rip300,D816E#34,2180,17.301.724.616.862.000,1825,13.096.143.634.197.700,0.756927065029949
Rip300,D816E#36,18389,1.459.456.027.428.780,13084,9.389.037.989.580.490,0.643324486186934
Rip300,D816A#10,4592,36.444.733.688.362.600,3028,217.288.344.790.964,0.596213287354457
Rip300,D816A#11,4485,3.559.552.059.936.980,2507,17.990.154.570.374.700,0.505405013536822
Rip300,D816A#13,4501,35.722.505.734.172.400,2472,17.738.995.651.362.700,0.49657758566453
Rip300,A829P#21,948,0.752386923705744,613,0.439886906726753,0.584655172580846
Rip300,A829P#22,6631,5.262.740.180.477.620,4633,33.246.264.908.075.800,0.631729170887143
Rip300,A829P#28,2032,1.612.711.211.993.740,1421,1.019.705.211.188.770,0.632292504451643
Rip1000,T1parental#4,899,0.71349772617243,1025,0.590298374231892,0.827330421077244
Rip1000,T1parental#6,9520,7.555.615.520.758.100,11659,6.714.428.044.067.930,0.888667246979533
Rip1000,T1parental#9,12233,9.708.807.212.755.650,15679,902.954.947.276.277,0.930036952520752
Rip1000,TSC2#18,8408,6.673.068.833.879.630,21794,125.511.831.883.023,18.808.712.304.268.500
Rip1000,TSC2#19,1,0.000793657092516607,5,0.00287950426454582,3.628.146.578.285.080
Rip1000,TSC2#20,13886,11.020.722.386.685.600,39716,22.872.478.274.140.300,20.754.064.453.862.900
Rip1000,PTEN#15,8003,6.351.637.711.410.400,8448,4.865.210.405.376.610,0.765977315840369
Rip1000,PTEN#16,6551,5.199.247.613.076.290,7788,4.485.115.842.456.560,0.862647093624919
Rip1000,PTEN#17,4211,3.342.090.016.587.430,5151,29.664.652.933.350.900,0.887607837793705
Rip1000,Hom#25,110,0.0873022801768268,152,0.0875369296421928,100.268.778.163.515
Rip1000,Hom#26,2416,19.174.755.355.201.200,4168,2.400.354.754.925.390,12.518.307.068.122.700
Rip1000,Hom#27,25,0.0198414273129152,63,0.0362817537332773,18.285.858.754.556.800
Rip1000,V654A#29,6680,53.016.293.780.109.300,6620,38.124.636.462.586.600,0.719111687073271
Rip1000,V654A#30,4274,33.920.904.134.159.700,4459,25.679.419.031.219.500,0.757038165305249
Rip1000,V654A#39,2005,15.912.824.704.957.900,1912,110.112.243.076.232,0.691971696526791
